,e_id,email_body,subject_line,user
88,_1032.subject,"Please join me on Thursday, January 11 from 1:00 to 4:00 pm for a special  information session for the Operations Management teams supporting Enron  Americas, Enron Global Markets and Enron Industrial Markets. We will focus  on assessing, managing and mitigating operational risk. Details on the  location for the meeting will be sent to you early next week. I look forward to seeing everyone at this meeting on the 11th. The things  that we will discuss will be important for each and every one of you as you  carry out your roles in 2001. I hope that you will make every effort to  attend. Please let me know as soon as possible if you have a conflict that  will keep you from attending the meeting.",January 11 - Managing Operational Risk,beck-s
89,_1033.subject,"Please join me on Thursday, January 11 from 1:00 to 4:00 pm for a special  information session for the Operations Management teams supporting Enron  Americas, Enron Global Markets and Enron Industrial Markets. We will focus  on assessing, managing and mitigating operational risk. Details on the  location for the meeting will be sent to you early next week. I look forward to seeing everyone at this meeting on the 11th. The things  that we will discuss will be important for each and every one of you as you  carry out your roles in 2001. I hope that you will make every effort to  attend. Please let me know as soon as possible if you have a conflict that  will keep you from attending the meeting.",January 11 - Managing Operational Risk,beck-s
90,_1037.subject,"I would like to invite each of you to participate in a brainstorming session  with me on Friday, January 12 from 8:30 am through lunch. The purpose of  this meeting will be to surface and capture ideas around the potential  commercialization of mid and back office services that we provide. I know  that many of you have ideas about services and/or products that could be  marketed and some of you have been involved in arrangements where we have or  are currently providing services to outside parties. While there are efforts  underway with certain modules under CommodityLogic, I want this session to be  used to take a broader look at how we might market mid and back office  services. I hope that you will be able to attend. Details on location of the meeting and more exact timing will be sent to you  on Monday when Patti returns from vacation.","Brainstorming Session - Friday, January 12",beck-s
91,_1044.subject,"I will be out of the office on Wednesday, January 3. I am married to an OU  graduate, so we are headed to the Orange Bowl to hopefully see Oklahoma hang  onto their number 1 ranking. I will be back in the office after lunch on  Thursday, January 4. My assistant, Patti Thompson (x39106), has phone numbers where I can be  reached. Please contact Bob Hall at x36956 with any questions while I am  out.","Orange Bowl Bound on Wednesday, January 3",beck-s
92,_1046.subject,"Patti delivered to Sharron's desk this week a copy of my 2000  accomplishments. You should find that when you return to the office. Let  me know if for some reason you do not have that copy, and I will have another  delivered. Have a happy new year! I will be at the Cotton Bowl watching Meagan's drill  team perform - and also watching some of the game. Thankfully, no emotional  attachment to either team in that game! I just hope that we don't freeze.",2000 Accomplishments,beck-s
93,_1047.subject,"I have completed internal feedback forms through the PEP system for Brent  Price, Bob Hall and Peggy Hedstrom. Those appeared to be the only names that  you included for which you wanted my input. Somehow, from Andrea's voice  mail message last week, I had anticipated responding to more requests - I  thought perhaps input in working with Wes within ENA or Melissa on SAP. Those weren't  on my list within the PEP system, so I just wanted you to know  that I have responded to the three that were there. If there was intent for  me to respond to any others, they weren't accessible in the system. (Believe  me, I am not asking for more - just wanted to be sure that what I saw in PEP  as a request matched your expectations in terms of my response). --Sally",Internal Feedback for PRC,beck-s
94,_1059.subject,"I should have included you on this contact list. I will remember to do so  next time. I will be in the office all of this week, so please call me  directly on any information needs you or team may have this week.",Holiday Key Contacts List for Energy Operations - Enron Americas,beck-s
95,_1061.subject,"Unfortunately, I will miss your farewell at Slick Willie's on January 3rd. I  am sorry that I won't be able to drink a beer with you as a send off, but  perhaps we can have one in London later in January as your welcome to  London. I will be in Miami on January 3rd, hopefully celebrating an Oklahoma  win in the Orange Bowl earlier that day. David found us tickets to the  game. Not great seats, but they are in the stadium. Hey, it's not UT, but  it should still be fun to go. I will miss you and your wit and constructive cynisism in Houston. But I  know that I can count on you to be just as vocal from London! I plan to be  there at least quarterly in 2001, and will definitely welcome your first hand  observations on operational areas that may need attention. Hopefully between  e:mail and voice mail we can definitely keep in touch. Tell Ann that I hope that this will be a great adventure for her and the  whole family. I think that it is a wonderful time in your children's lives  to give them this experience. Have fun -- and set them straight! !",Slick Willie's,beck-s
96,_1062.subject,"Thanks for including me in the invitation to Slick Willie's. Unfortunately,  I will not be able to attend. I will be at the Orange Bowl in Miami and will  not return until the morning of the 4th.",Ted's Farewell,beck-s
97,_1066.subject,"The following schedule has been distributed as noted regarding publishing the  DPR over the next two weeks. I know that books run in Calgary, Houston, and  Portland will be calculated and officialized on Friday, December 22nd for  trading that day. The current plan is not to publish the DPR for December  22nd on Tuesday, December 26th, but to wait until the first Enron official  business day to do so (i.e. Wednesday, December 27th). That will work as  long as trading results for Friday, December 22nd are not dramatic. Please leave a voice mail message after calcing the books on Friday, December  22nd for Chris Abel (x33102) to give him trading results by commodity for  December 22nd. If there are dramatic results, Chris may produce a  preliminary and rough DPR on Tuesday, December 26th with the information that  you provide. For locations that will not calc and officialize books on  Friday, December 22nd, you will still need to contact Chris to give him your  best estimate of trading results.",Publication Schedule for DPR During Holiday Period,beck-s
98,_1067.subject,"Please note the following schedule for risk book reporting during the holiday  period:     Trade Date Enron Status NYMEX  Equity Market Consolidated Risk Reporting   Fri, 12/22 Open Early Close Open DPR published for 12/21 results (a)   Mon, 12/25 Holiday (b) Closed Closed DPR not published    Tues, 12/26 Holiday (b) Open Open DPR not published (c)  Wed, 12/27 Open Open Open DPR published separately for 12/22 & 12/26      results  Thurs, 12/28 Open  Open Open DPR published for 12/27 results  Fri, 12/29 Open Early Close Open DPR published for 12/28 results (a)  Mon, 1/1 Holiday (b) Closed Closed DPR not published       Tues, 1/2 Open Open Open DPR published for 12/29. Normal month     end schedule applies. (d)   (a) Trader P&L and Position reports will be produced for traded products at  close of business  (b) US, Canadian & London holiday (c) Logistics and risk personnel will be in the office on this holiday to  support trading activity (d) Monthly close procedures require that changes or adjustments to risk  books for month-end be submitted by 5:00 pm Houston time on the first  business day following the end of the month. The DPR published on 1/2 for  12/29 results will be preliminary. The final DPR for 12/29 should be  published on 1/3, assuming that all month-end adjustments have been received  on 1/2.",Publication Schedule for DPR During Holiday Period,beck-s
